Name,Category,Location,Lat,Lon,Description,Municipality,Province,Tags,PhotoHint,Image_URL
Anawangin Cove,Beach/Nature Park/Romantic/Family/Relaxation,"San Antonio, Zambales",14.88282299,120.0692183,"A crescent-shaped cove famous for its volcanic ash ""sand"" and a lush forest of agoho trees that grew after the 1991 Pinatubo eruption.",San Antonio,Zambales,beach|nature park|romantic|family|relaxation,Anawangin Cove San Antonio Zambales Philippines,
Nagsasa Cove,Beach/Nature Park/Romantic/Family/Relaxation,"San Antonio, Zambales",14.81968466,120.108624,"A larger, quieter version of Anawangin with rolling hills and a pristine river, accessible via a boat ride or a trek across Mt. Nagsasa.",San Antonio,Zambales,beach|nature park|romantic|family|relaxation,Nagsasa Cove San Antonio Zambales Philippines,
Mt. Pundaquit,Adventure/Viewpoint/Romantic/Family/Relaxation,"San Antonio, Zambales",14.90266086,120.0713229,"A popular day-hike destination that serves as the gateway to Anawangin Cove, offering panoramic views of the Pundaquit coastline.",San Antonio,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Pundaquit San Antonio Zambales Philippines,
Mt. Balingkilat,Adventure/Viewpoint/Romantic/Family/Relaxation,"Subic, Zambales",14.85187467,120.1282663,"Known as the ""Mountain of Thunder,"" it is one of the highest peaks in the Cawag Quad-Peak series, offering a challenging assault and sea views.",Subic,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Balingkilat Subic Zambales Philippines,
Mt. Cinco Picos,Adventure/Viewpoint/Romantic/Family/Relaxation,"Subic, Zambales",14.78973653,120.1628776,"A mountain featuring five distinct peaks that overlook Silanguin Cove, known for its steep trails and expansive grasslands.",Subic,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Cinco Picos Subic Zambales Philippines,
Mt. Dayungan,Adventure/Viewpoint/Romantic/Family/Relaxation,"Subic, Zambales",14.80517372,120.1394965,"Part of the Cawag mountain range, this peak is known for its technical trails and the stunning ""sea of clouds"" during the rainy season.",Subic,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Dayungan Subic Zambales Philippines,
Mt. Bira-bira,Adventure/Viewpoint/Romantic/Family/Relaxation,"San Antonio, Zambales",14.84334929,120.1403747,"A minor peak often traversed alongside Mt. Balingkilat, offering a scenic vantage point of the Zambales coastal coves.",San Antonio,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Bira-bira San Antonio Zambales Philippines,
Silanguin Cove,Beach/Nature Park/Romantic/Family/Relaxation,"San Antonio, Zambales",14.76797368,120.1341031,"The most remote cove in San Antonio, featuring reddish sand and a very peaceful atmosphere, perfect for extreme off-grid camping.",San Antonio,Zambales,beach|nature park|romantic|family|relaxation,Silanguin Cove San Antonio Zambales Philippines,
Talisayen Cove,Beach/Nature Park/Romantic/Family/Relaxation,"San Antonio, Zambales",14.85620026,120.08227,"A hidden gem between Anawangin and Nagsasa, known for its calm waters and small, quiet community of local caretakers.",San Antonio,Zambales,beach|nature park|romantic|family|relaxation,Talisayen Cove San Antonio Zambales Philippines,
Camara Island,Island/Nature Park/Romantic/Family/Relaxation,"San Antonio, Zambales",14.92399302,120.0431341,A small rocky islet near Capones Island featuring a sandbar that appears during low tide and unique geological formations.,San Antonio,Zambales,island|nature park|romantic|family|relaxation,Camara Island San Antonio Zambales Philippines,
Potipot Island,Island/Nature Park/Romantic/Family/Relaxation,"Candelaria, Zambales",15.67887549,119.9225366,"A tiny, ""walkable"" island with powdery white sand and clear waters, often called the ""Little Boracay"" of Zambales.",Candelaria,Zambales,island|nature park|romantic|family|relaxation,Potipot Island Candelaria Zambales Philippines,
Magalawa Island,Island/Beach/Romantic/Family/Relaxation,"Palauig, Zambales",15.49462896,119.8939396,"A 56-hectare island famous for its creamy white sand and a sanctuary for starfish, located just a short boat ride from the mainland.",Palauig,Zambales,island|beach|romantic|family|relaxation,Magalawa Island Palauig Zambales Philippines,
Hermana Menor Island,Island/Beach/Romantic/Family/Relaxation,"Santa Cruz, Zambales",15.73745527,119.8241745,"A private island open to the public, featuring pristine white sand beaches and a very clear marine sanctuary for snorkeling.",Santa Cruz,Zambales,island|beach|romantic|family|relaxation,Hermana Menor Island Santa Cruz Zambales Philippines,
Mapanuepe Lake,Nature Park/Tourist Attraction/Family/Relaxation,"San Marcelino, Zambales",14.98371086,120.2920262,"A ""New Zealand-like"" lake formed after the Pinatubo eruption, featuring a sunken church steeple and vast green pine-tree-lined banks.",San Marcelino,Zambales,nature park|tourist attraction|family|relaxation,Mapanuepe Lake San Marcelino Zambales Philippines,
Mt Kapigpiglatan,Adventure/Viewpoint/Romantic/Family/Relaxation,"San Felipe, Zambales",15.04553451,120.165585,A scenic hill in San Felipe that offers an easy trek with views of the Maloma River and the West Philippine Sea.,San Felipe,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt Kapigpiglatan San Felipe Zambales Philippines,
Bugtong Sunflower Farm,Tourist Attraction/Nature Park/Family/Relaxation,"San Narciso, Zambales",15.03682151,120.13071,A sunflower farm near the Capandanan Falls.,San Narciso,Zambales,tourist attraction|nature park|family|relaxation,Bugtong Sunflower Farm San Narciso Zambales Philippines,
Capandanan falls,Waterfall/Family/Relaxation,"San Narciso, Zambales",15.03572914,120.1480237,A waterfall with clear water and rock formation.,San Narciso,Zambales,waterfall|family|relaxation,Capandanan falls San Narciso Zambales Philippines,
Veto Falls,Waterfall/Adventure/Family/Relaxation,"San Narciso, Zambales",15.01795448,120.163223,A waterfall with cool temperature and clean water with hiking trail connected to Mt. Kapigpiglatan.,San Narciso,Zambales,waterfall|adventure|family|relaxation,Veto Falls San Narciso Zambales Philippines,
Anghalo Falls,Waterfall/Family/Relaxation,"San Felipe, Zambales",15.07073758,120.095225,"A series of three small waterfalls with natural pools, considered a sacred spot by the local Aeta community.",San Felipe,Zambales,waterfall|family|relaxation,Anghalo Falls San Felipe Zambales Philippines,
Lubong-Nangoloan Falls,Waterfall/Family/Relaxation,"San Felipe, Zambales",15.07007455,120.0945062,"A hidden waterfall with a wide basin and massive rock formations, perfect for a refreshing dip after a mountain trek.",San Felipe,Zambales,waterfall|family|relaxation,Lubong-Nangoloan Falls San Felipe Zambales Philippines,
Pamulaklakin Forest Trail,Adventure/Cultural Spot/Family,"Olongapo, Zambales",14.80528262,120.3300352,An eco-tourism site where visitors can learn jungle survival skills from indigenous Aetas while trekking through primary forests.,Olongapo,Zambales,adventure|cultural spot|family,Pamulaklakin Forest Trail Olongapo Zambales Philippines,
El Kabayo Waterfalls,Waterfall/Family/Relaxation,"Subic, Zambales",14.79773844,120.3175983,"Two-tiered waterfalls located near a horse stable, offering an accessible and family-friendly nature escape within the Freeport Zone.",Subic,Zambales,waterfall|family|relaxation,El Kabayo Waterfalls Subic Zambales Philippines,
Mt. Labney,Adventure/Viewpoint/Romantic/Family/Relaxation,"Mayantoc, Tarlac",15.54485407,120.2833514,"A remote peak on the border of Tarlac and Zambales, known for its dense forests and being part of the ""Tarlac-Zambales Traverse.""",Mayantoc,Tarlac,adventure|viewpoint|romantic|family|relaxation,Mt. Labney Mayantoc Tarlac Philippines,
Anzap Twin Falls,Waterfall/Family/Relaxation,"Mayantoc, Tarlac",15.53300077,120.3025145,"The twin falls stand around 200 feet. Water flows from the Matiya and Piccan river. It is popular to the hikers and tourists since it offers a unique view of flora and fauna, its landscape and forest trail.",Mayantoc,Tarlac,waterfall|family|relaxation,Anzap Twin Falls Mayantoc Tarlac Philippines,
Forest Green Land,Tourist Attraction/Viewpoint/Romantic/Family/Relaxation,"San Jose, Tarlac",15.49020123,120.3129959,A view of the greenlands in San Jose Tarlac with sea of clouds.,San Jose,Tarlac,tourist attraction|viewpoint|romantic|family|relaxation,Forest Green Land San Jose Tarlac Philippines,
Eco Park View Deck,Tourist Attraction/Viewpoint/Romantic/Family/Relaxation,,15.44453862,120.4404974,"A place where you can meditate to relieve stress, bird watch, and overlook the countryside. Can also do picnic in this area.",,,tourist attraction|viewpoint|romantic|family|relaxation,Eco Park View Deck Philippines,
Mt. Quadrante,Adventure/Nature Park/Family/Relaxation,"Subic, Zambales",14.93327422,120.4088431,A challenging peak in the Cawag range that offers a unique perspective of the Subic Bay mountain silhouettes.,Subic,Zambales,adventure|nature park|family|relaxation,Mt. Quadrante Subic Zambales Philippines,
San Salvador Island,Island/Beach/Romantic/Family/Relaxation,"Masinloc, Zambales",15.52175706,119.9142783,"An island barangay known for its award-winning marine sanctuary, giant clam nursery, and lush mangrove forests.",Masinloc,Zambales,island|beach|romantic|family|relaxation,San Salvador Island Masinloc Zambales Philippines,
Tukal-Tukal Falls,Waterfall/Family/Relaxation,"Sta. Cruz, Zambales",15.32942853,120.1579552,"A multi-tiered waterfall system hidden in the mountains of Sta. Cruz, featuring several cold natural pools.",Sta. Cruz,Zambales,waterfall|family|relaxation,Tukal-Tukal Falls Sta. Cruz Zambales Philippines,
Linasin Falls,Waterfall/Adventure/Romantic/Family/Relaxation,"San Marcelino, Zambales",14.90773344,120.0834899,"A scenic waterfall tucked away in the rural hills of San Marcelino, popular among local hikers and bikers.",San Marcelino,Zambales,waterfall|adventure|romantic|family|relaxation,Linasin Falls San Marcelino Zambales Philippines,
Mt. Pinatubo Delta 5 Trail,Adventure/Tourist Attraction/Family,Sapang Bato-Zambales,15.14150987,120.4577658,An extreme 4x4 and hiking route that follows the riverbeds and volcanic canyons towards the foot of Mt. Pinatubo.,Sapang Bato-Zambales,Sapang Bato-Zambales,adventure|tourist attraction|family,Mt. Pinatubo Delta 5 Trail Sapang Bato-Zambales Sapang Bato-Zambales Philippines,
Cawag River,Nature Park/Family/Relaxation,"Subic, Zambales",14.86871534,120.1893243,"A pristine river with crystal clear water and large boulders, serving as the primary water source and jump-off for the Cawag peaks.",Subic,Zambales,nature park|family|relaxation,Cawag River Subic Zambales Philippines,
Sagrada Familia Cave,Cave/Nature Park/Family/Relaxation,"Santa Cruz, Zambales",15.76865954,119.956642,"A limestone cave system featuring impressive stalactite formations and a religious shrine inside, visited by pilgrims and spelunkers.",Santa Cruz,Zambales,cave|nature park|family|relaxation,Sagrada Familia Cave Santa Cruz Zambales Philippines,
Tomotogol Falls,Waterfall/Family/Relaxation,"Masinloc, Zambales",15.54760664,120.0036878,"A multi-level waterfall in Masinloc with a wide swimming area, popular for family weekend outings.",Masinloc,Zambales,waterfall|family|relaxation,Tomotogol Falls Masinloc Zambales Philippines,
Desenuebe River Camp,Nature Park/Tourist Attraction/Family/Relaxation,"Taltal, Zambales",15.57717439,120.0488067,A river camp spot with a flowy stream undiscovered by outsiders,Taltal,Zambales,nature park|tourist attraction|family|relaxation,Desenuebe River Camp Taltal Zambales Philippines,
Balon-Balon Falls,Waterfall/Family/Relaxation,"Palauig, Zambales",14.26494554,121.5187442,"A hidden waterfall in the forests of Palauig with a circular basin, often visited alongside the Mt. Tapulao trek.",Palauig,Zambales,waterfall|family|relaxation,Balon-Balon Falls Palauig Zambales Philippines,
Mt. Maubanban,Adventure/Viewpoint/Romantic/Family/Relaxation,"San Antonio, Zambales",14.89893786,120.1066864,A mountain offering a panoramic view of Mapanuepe Lake and the lahar-filled plains of Southern Zambales.,San Antonio,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Maubanban San Antonio Zambales Philippines,
Pamatawan River,Viewpoint/Tourist Attraction/Romantic/Family/Relaxation,"San Antonio, Zambales",14.94244871,120.0714716,A scenic river used for traditional bamboo rafting and a popular spot for viewing the local Zambales mountain ranges.,San Antonio,Zambales,viewpoint|tourist attraction|romantic|family|relaxation,Pamatawan River San Antonio Zambales Philippines,
Mt. Redondo,Viewpoint/Adventure/Romantic/Family/Relaxation,"Subic, Zambales",14.83821757,120.1843992,"A peak known for its red soil and rocky terrain, providing a challenging training ground for trail runners.",Subic,Zambales,viewpoint|adventure|romantic|family|relaxation,Mt. Redondo Subic Zambales Philippines,
Mt. Agudo,Viewpoint/Adventure/Romantic/Family/Relaxation,"San Antonio, Zambales",14.89527899,120.1076901,"A sharp, pointed peak in Castillejos that offers a steep climb and a 360-degree view of the Central Luzon plains.",San Antonio,Zambales,viewpoint|adventure|romantic|family|relaxation,Mt. Agudo San Antonio Zambales Philippines,
Mt. Pink,Adventure/Viewpoint/Romantic/Family/Relaxation,"San Antonio, Zambales",14.88002008,120.1109389,A hill near Mapanuepe Lake that glows with a pinkish hue during sunset due to the minerals in its soil.,San Antonio,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Pink San Antonio Zambales Philippines,
Bibig Impiyerno Falls,Waterfall/Adventure/Romantic/Family/Relaxation,"Botolan, Zambales",15.3180143,120.1504728,"A picturesque waterfall hidden in a narrow gorge, named for its ""beautiful"" (marikit) and graceful water flow.",Botolan,Zambales,waterfall|adventure|romantic|family|relaxation,Bibig Impiyerno Falls Botolan Zambales Philippines,
Dome's Peak Campsite,Adventure/Tourist Attraction/Family,"Botolan, Zambales",15.33586507,120.180873,A secret camping spot in Botolan with eccentric trees and vines.,Botolan,Zambales,adventure|tourist attraction|family,Dome's Peak Campsite Botolan Zambales Philippines,
Camp Kainomayan,Adventure/Tourist Attraction/Family,"Botolan, Zambales",15.28037134,120.0795525,A camping spot with a lot of activities such as tent pitching with a mesmerizing river.,Botolan,Zambales,adventure|tourist attraction|family,Camp Kainomayan Botolan Zambales Philippines,
Sagpat Falls,Adventure/Waterfall/Family/Relaxation,"San Felipe, Zambales",15.08708612,120.103031,A small but powerful waterfall that cascades into a natural pool.,San Felipe,Zambales,adventure|waterfall|family|relaxation,Sagpat Falls San Felipe Zambales Philippines,
Mt. Masinloc,Adventure/Viewpoint/Romantic/Family/Relaxation,"Masinloc, Zambales",15.54081131,120.0325999,"A mountain peak overlooking the Masinloc Power Plant and the West Philippine Sea, popular for its sunrise views.",Masinloc,Zambales,adventure|viewpoint|romantic|family|relaxation,Mt. Masinloc Masinloc Zambales Philippines,
